ptMod;securityLevel;dist;numMults;variant;nthRep;keyGenTime;keyGen4HMEkeys;totEncTime;avgEncTime;totHomOpr;decTime
537133057;HEStd_128_classic;3.2;3;1;0;92;404;823;82.3;210;92
537133057;HEStd_128_classic;3.2;3;2;0;71;287;742;74.2;533;4
537133057;HEStd_128_classic;3.2;3;3;0;36;139;105;10.5;137;6
537133057;HEStd_128_classic;3.2;3;8;0;51;178;140;14;136;2
537133057;HEStd_128_classic;3.2;3;9;0;13;66;79;7.9;30;2
537133057;HEStd_192_classic;3.2;3;1;0;8;92;128;12.8;22;6
537133057;HEStd_192_classic;3.2;3;2;0;9;84;145;14.5;585;6
537133057;HEStd_192_classic;3.2;3;3;0;18;184;120;12;74;1
537133057;HEStd_192_classic;3.2;3;8;0;8;62;79;7.9;91;2
537133057;HEStd_192_classic;3.2;3;9;0;8;64;150;15;34;2
537133057;HEStd_256_classic;3.2;3;1;0;26;142;177;17.7;8;3
537133057;HEStd_256_classic;3.2;3;2;0;18;136;176;17.6;317;2
537133057;HEStd_256_classic;3.2;3;3;0;18;133;157;15.7;200;4
537133057;HEStd_256_classic;3.2;3;8;0;17;147;181;18.1;219;3
537133057;HEStd_256_classic;3.2;3;9;0;16;136;169;16.9;36;3
786433;HEStd_128_classic;3.2;3;1;0;3;17;30;3;2;0
786433;HEStd_128_classic;3.2;3;2;0;3;17;29;2.9;109;2
786433;HEStd_128_classic;3.2;3;3;0;5;22;47;4.7;95;3
786433;HEStd_128_classic;3.2;3;8;0;4;29;63;6.3;47;1
786433;HEStd_128_classic;3.2;3;9;0;3;19;29;2.9;8;0
786433;HEStd_192_classic;3.2;3;1;0;8;38;64;6.4;2;1
786433;HEStd_192_classic;3.2;3;2;0;6;36;65;6.5;160;1
786433;HEStd_192_classic;3.2;3;3;0;7;36;60;6;45;1
786433;HEStd_192_classic;3.2;3;8;0;7;40;61;6.1;65;1
786433;HEStd_192_classic;3.2;3;9;0;7;38;63;6.3;23;1
786433;HEStd_256_classic;3.2;3;1;0;6;36;61;6.1;3;1
786433;HEStd_256_classic;3.2;3;2;0;7;37;65;6.5;98;2
786433;HEStd_256_classic;3.2;3;3;0;6;39;60;6;43;1
786433;HEStd_256_classic;3.2;3;8;0;6;37;63;6.3;62;1
786433;HEStd_256_classic;3.2;3;9;0;7;36;60;6;18;2
269221889;HEStd_128_classic;3.2;3;1;0;8;64;73;7.3;5;1
269221889;HEStd_128_classic;3.2;3;2;0;8;69;74;7.4;119;1
269221889;HEStd_128_classic;3.2;3;3;0;9;62;75;7.5;102;2
269221889;HEStd_128_classic;3.2;3;8;0;8;64;79;7.9;158;4
269221889;HEStd_128_classic;3.2;3;9;0;8;73;82;8.2;15;1
269221889;HEStd_192_classic;3.2;3;1;0;9;65;75;7.5;4;1
269221889;HEStd_192_classic;3.2;3;2;0;8;68;74;7.4;119;1
269221889;HEStd_192_classic;3.2;3;3;0;8;62;74;7.4;52;1
269221889;HEStd_192_classic;3.2;3;8;0;10;66;77;7.7;73;1
269221889;HEStd_192_classic;3.2;3;9;0;8;63;71;7.1;30;2
269221889;HEStd_256_classic;3.2;3;1;0;21;134;166;16.6;8;3
269221889;HEStd_256_classic;3.2;3;2;0;17;130;162;16.2;289;2
269221889;HEStd_256_classic;3.2;3;3;0;19;167;163;16.3;119;2
269221889;HEStd_256_classic;3.2;3;8;0;17;135;170;17;152;3
269221889;HEStd_256_classic;3.2;3;9;0;17;131;157;15.7;33;2
5767169;HEStd_128_classic;3.2;3;1;0;3;18;28;2.8;2;0
5767169;HEStd_128_classic;3.2;3;2;0;4;22;30;3;45;1
5767169;HEStd_128_classic;3.2;3;3;0;4;18;29;2.9;21;0
5767169;HEStd_128_classic;3.2;3;8;0;3;17;30;3;26;0
5767169;HEStd_128_classic;3.2;3;9;0;4;20;30;3;11;0
5767169;HEStd_192_classic;3.2;3;1;0;8;37;60;6;2;1
5767169;HEStd_192_classic;3.2;3;2;0;6;37;60;6;94;2
5767169;HEStd_192_classic;3.2;3;3;0;7;37;60;6;45;1
5767169;HEStd_192_classic;3.2;3;8;0;7;37;61;6.1;70;2
5767169;HEStd_192_classic;3.2;3;9;0;7;37;60;6;12;0
5767169;HEStd_256_classic;3.2;3;1;0;7;36;61;6.1;3;1
5767169;HEStd_256_classic;3.2;3;2;0;7;37;60;6;95;1
5767169;HEStd_256_classic;3.2;3;3;0;7;38;70;7;43;1
5767169;HEStd_256_classic;3.2;3;8;0;6;37;61;6.1;57;2
5767169;HEStd_256_classic;3.2;3;9;0;8;37;68;6.8;12;1
549760663553;HEStd_128_classic;3.2;3;1;0;11;122;146;14.6;7;2
549760663553;HEStd_128_classic;3.2;3;2;0;10;98;85;8.5;167;1
549760663553;HEStd_128_classic;3.2;3;3;0;10;103;93;9.3;65;1
549760663553;HEStd_128_classic;3.2;3;8;0;10;94;87;8.7;87;3
549760663553;HEStd_128_classic;3.2;3;9;0;11;95;84;8.4;18;1
549760663553;HEStd_192_classic;3.2;3;1;0;12;106;104;10.4;8;2
549760663553;HEStd_192_classic;3.2;3;2;0;11;94;84;8.4;168;1
549760663553;HEStd_192_classic;3.2;3;3;0;9;97;83;8.3;110;6
549760663553;HEStd_192_classic;3.2;3;8;0;10;110;90;9;88;2
549760663553;HEStd_192_classic;3.2;3;9;0;12;110;101;10.1;39;3
549760663553;HEStd_256_classic;3.2;3;1;0;21;217;191;19.1;11;5
549760663553;HEStd_256_classic;3.2;3;2;0;33;207;186;18.6;457;3
549760663553;HEStd_256_classic;3.2;3;3;0;22;223;231;23.1;260;2
549760663553;HEStd_256_classic;3.2;3;8;0;22;204;191;19.1;211;3
549760663553;HEStd_256_classic;3.2;3;9;0;23;200;208;20.8;63;4
549760663553;HEStd_128_classic;3.2;3;1;0;41;103;87;8.7;4;1
549760663553;HEStd_128_classic;3.2;3;2;0;9;94;95;9.5;144;2
549760663553;HEStd_128_classic;3.2;3;3;0;10;95;82;8.2;68;2
549760663553;HEStd_128_classic;3.2;3;8;0;11;98;88;8.8;84;2
549760663553;HEStd_128_classic;3.2;3;9;0;10;96;87;8.7;23;1
549760663553;HEStd_192_classic;3.2;3;1;0;13;333;178;17.8;21;6
549760663553;HEStd_192_classic;3.2;3;2;0;13;114;92;9.2;178;1
549760663553;HEStd_192_classic;3.2;3;3;0;9;96;84;8.4;104;2
549760663553;HEStd_192_classic;3.2;3;8;0;10;135;96;9.6;92;2
549760663553;HEStd_192_classic;3.2;3;9;0;9;96;89;8.9;22;1
549760663553;HEStd_256_classic;3.2;3;1;0;22;203;203;20.3;13;4
549760663553;HEStd_256_classic;3.2;3;2;0;20;200;184;18.4;355;4
549760663553;HEStd_256_classic;3.2;3;3;0;20;197;184;18.4;145;3
549760663553;HEStd_256_classic;3.2;3;8;0;26;260;244;24.4;349;4
549760663553;HEStd_256_classic;3.2;3;9;0;18;253;196;19.6;44;3
537133057;HEStd_128_classic;3.2;3;1;1;10;64;71;7.1;4;1
537133057;HEStd_128_classic;3.2;3;2;1;8;62;71;7.1;121;1
537133057;HEStd_128_classic;3.2;3;3;1;8;66;71;7.1;57;1
537133057;HEStd_128_classic;3.2;3;8;1;8;126;200;20;145;2
537133057;HEStd_128_classic;3.2;3;9;1;9;65;85;8.5;26;2
537133057;HEStd_192_classic;3.2;3;1;1;9;66;83;8.3;7;2
537133057;HEStd_192_classic;3.2;3;2;1;9;66;86;8.6;614;7
537133057;HEStd_192_classic;3.2;3;3;1;9;83;88;8.8;107;15
537133057;HEStd_192_classic;3.2;3;8;1;9;68;90;9;119;2
537133057;HEStd_192_classic;3.2;3;9;1;9;66;82;8.2;26;2
537133057;HEStd_256_classic;3.2;3;1;1;18;131;167;16.7;11;3
537133057;HEStd_256_classic;3.2;3;2;1;31;138;171;17.1;433;5
537133057;HEStd_256_classic;3.2;3;3;1;18;132;164;16.4;188;3
537133057;HEStd_256_classic;3.2;3;8;1;16;133;162;16.2;353;6
537133057;HEStd_256_classic;3.2;3;9;1;16;130;157;15.7;38;3
786433;HEStd_128_classic;3.2;3;1;1;4;18;29;2.9;1;0
786433;HEStd_128_classic;3.2;3;2;1;3;18;38;3.8;45;1
786433;HEStd_128_classic;3.2;3;3;1;3;18;29;2.9;21;0
786433;HEStd_128_classic;3.2;3;8;1;3;19;39;3.9;50;1
786433;HEStd_128_classic;3.2;3;9;1;3;17;32;3.2;6;0
786433;HEStd_192_classic;3.2;3;1;1;8;47;183;18.3;122;18
786433;HEStd_192_classic;3.2;3;2;1;30;82;1168;116.8;943;4
786433;HEStd_192_classic;3.2;3;3;1;7;48;76;7.6;97;2
786433;HEStd_192_classic;3.2;3;8;1;10;45;88;8.8;221;2
786433;HEStd_192_classic;3.2;3;9;1;8;55;78;7.8;23;1
