ptMod;securityLevel;dist;numMults;variant;nthRep;keyGenTime;keyGen4HMEkeys;totEncTime;avgEncTime;totHomOpr;decTime
537133057;HEStd_128_classic;3.2;3;1;0;10;72;78;7.8;4;1
537133057;HEStd_128_classic;3.2;3;2;0;8;100;93;9.3;191;2
537133057;HEStd_128_classic;3.2;3;3;0;8;77;98;9.8;68;2
537133057;HEStd_128_classic;3.2;3;8;0;9;66;85;8.5;90;2
537133057;HEStd_128_classic;3.2;3;9;0;9;66;76;7.6;17;2
537133057;HEStd_128_classic;5.4;3;1;0;9;67;79;7.9;7;2
537133057;HEStd_128_classic;5.4;3;2;0;8;71;81;8.1;146;3
537133057;HEStd_128_classic;5.4;3;3;0;9;64;81;8.1;69;2
537133057;HEStd_128_classic;5.4;3;8;0;10;67;97;9.7;100;3
537133057;HEStd_128_classic;5.4;3;9;0;9;64;77;7.7;20;2
537133057;HEStd_128_classic;8.2;3;1;0;10;67;80;8;6;1
537133057;HEStd_128_classic;8.2;3;2;0;8;66;106;10.6;226;2
537133057;HEStd_128_classic;8.2;3;3;0;8;66;78;7.8;68;2
537133057;HEStd_128_classic;8.2;3;8;0;8;66;79;7.9;149;4
537133057;HEStd_128_classic;8.2;3;9;0;9;75;78;7.8;19;1
537133057;HEStd_128_classic;30.6;3;1;0;8;70;84;8.4;6;2
537133057;HEStd_128_classic;30.6;3;2;0;8;68;86;8.6;225;3
537133057;HEStd_128_classic;30.6;3;3;0;10;73;88;8.8;76;3
537133057;HEStd_128_classic;30.6;3;8;0;9;71;81;8.1;116;3
537133057;HEStd_128_classic;30.6;3;9;0;9;72;80;8;18;2
537133057;HEStd_128_classic;1.7;3;1;0;8;67;74;7.4;6;2
537133057;HEStd_128_classic;1.7;3;2;0;7;68;77;7.7;156;4
537133057;HEStd_128_classic;1.7;3;3;0;8;66;93;9.3;133;3
537133057;HEStd_128_classic;1.7;3;8;0;9;66;83;8.3;85;2
537133057;HEStd_128_classic;1.7;3;9;0;9;69;72;7.2;20;1
537133057;HEStd_128_classic;0.8;3;1;0;9;75;115;11.5;11;2
537133057;HEStd_128_classic;0.8;3;2;0;8;65;73;7.3;148;3
537133057;HEStd_128_classic;0.8;3;3;0;8;67;75;7.5;64;2
537133057;HEStd_128_classic;0.8;3;8;0;10;63;73;7.3;88;3
537133057;HEStd_128_classic;0.8;3;9;0;7;64;72;7.2;24;1
537133057;HEStd_128_classic;0.2;3;1;0;8;63;102;10.2;6;1
537133057;HEStd_128_classic;0.2;3;2;0;7;62;66;6.6;152;2
537133057;HEStd_128_classic;0.2;3;3;0;8;63;66;6.6;75;2
537133057;HEStd_128_classic;0.2;3;8;0;7;67;86;8.6;141;4
537133057;HEStd_128_classic;0.2;3;9;0;8;65;91;9.1;33;11
537133057;HEStd_128_classic;0.01;3;1;0;10;69;69;6.9;7;2
537133057;HEStd_128_classic;0.01;3;2;0;7;62;67;6.7;172;3
537133057;HEStd_128_classic;0.01;3;3;0;7;68;81;8.1;129;7
537133057;HEStd_128_classic;0.01;3;8;0;16;68;71;7.1;100;2
537133057;HEStd_128_classic;0.01;3;9;0;7;61;70;7;23;2
537133057;HEStd_128_classic;0.001;3;1;0;8;63;73;7.3;10;3
537133057;HEStd_128_classic;0.001;3;2;0;8;64;68;6.8;207;3
537133057;HEStd_128_classic;0.001;3;3;0;8;65;70;7;75;3
537133057;HEStd_128_classic;0.001;3;8;0;9;63;74;7.4;95;3
537133057;HEStd_128_classic;0.001;3;9;0;8;67;77;7.7;23;3
537133057;HEStd_128_classic;3.2;3;1;1;10;68;85;8.5;6;2
537133057;HEStd_128_classic;3.2;3;2;1;10;66;94;9.4;314;4
