ptMod;securityLevel;dist;numMults;variant;nthRep;keyGenTime;keyGen4HMEkeys;totEncTime;avgEncTime;totHomOpr;decTime
537133057;HEStd_128_classic;3.2;3;1;0;10;70;88;8.8;4;3
537133057;HEStd_128_classic;3.2;3;2;0;8;67;78;7.8;138;1
537133057;HEStd_128_classic;3.2;3;3;0;9;67;91;9.1;127;4
537133057;HEStd_128_classic;3.2;3;8;0;8;74;93;9.3;81;3
537133057;HEStd_128_classic;3.2;3;9;0;10;66;79;7.9;32;3
537133057;HEStd_192_classic;3.2;3;1;0;9;72;93;9.3;7;2
537133057;HEStd_192_classic;3.2;3;2;0;8;65;76;7.6;187;2
537133057;HEStd_192_classic;3.2;3;3;0;8;65;75;7.5;70;3
537133057;HEStd_192_classic;3.2;3;8;0;10;66;75;7.5;108;3
537133057;HEStd_192_classic;3.2;3;9;0;8;64;79;7.9;19;1
537133057;HEStd_256_classic;3.2;3;1;0;19;138;171;17.1;12;5
537133057;HEStd_256_classic;3.2;3;2;0;16;141;162;16.2;321;6
537133057;HEStd_256_classic;3.2;3;3;0;18;153;180;18;139;3
537133057;HEStd_256_classic;3.2;3;8;0;17;139;182;18.2;187;4
537133057;HEStd_256_classic;3.2;3;9;0;16;136;169;16.9;41;3
537133057;HEStd_128_classic;3.2;3;1;1;10;68;79;7.9;4;2
537133057;HEStd_128_classic;3.2;3;2;1;8;73;80;8;148;3
537133057;HEStd_128_classic;3.2;3;3;1;9;69;78;7.8;73;2
537133057;HEStd_128_classic;3.2;3;8;1;8;68;77;7.7;95;3
537133057;HEStd_128_classic;3.2;3;9;1;8;69;76;7.6;21;3
537133057;HEStd_192_classic;3.2;3;1;1;10;68;81;8.1;7;1
537133057;HEStd_192_classic;3.2;3;2;1;9;67;102;10.2;245;3
537133057;HEStd_192_classic;3.2;3;3;1;8;66;78;7.8;83;3
537133057;HEStd_192_classic;3.2;3;8;1;8;67;104;10.4;151;2
537133057;HEStd_192_classic;3.2;3;9;1;9;71;83;8.3;26;3
537133057;HEStd_256_classic;3.2;3;1;1;18;143;193;19.3;13;8
537133057;HEStd_256_classic;3.2;3;2;1;17;140;167;16.7;354;5
537133057;HEStd_256_classic;3.2;3;3;1;17;136;165;16.5;147;4
537133057;HEStd_256_classic;3.2;3;8;1;24;146;194;19.4;253;5
537133057;HEStd_256_classic;3.2;3;9;1;17;138;168;16.8;72;7
537133057;HEStd_128_classic;3.2;3;1;2;11;80;85;8.5;4;2
537133057;HEStd_128_classic;3.2;3;2;2;8;66;81;8.1;148;3
537133057;HEStd_128_classic;3.2;3;3;2;8;67;82;8.2;72;2
537133057;HEStd_128_classic;3.2;3;8;2;8;67;88;8.8;100;3
537133057;HEStd_128_classic;3.2;3;9;2;8;68;83;8.3;24;4
537133057;HEStd_192_classic;3.2;3;1;2;8;69;81;8.1;7;1
537133057;HEStd_192_classic;3.2;3;2;2;10;75;89;8.9;177;3
537133057;HEStd_192_classic;3.2;3;3;2;8;68;90;9;92;2
537133057;HEStd_192_classic;3.2;3;8;2;8;70;82;8.2;208;5
537133057;HEStd_192_classic;3.2;3;9;2;8;68;79;7.9;18;2
537133057;HEStd_256_classic;3.2;3;1;2;18;143;190;19;21;5
537133057;HEStd_256_classic;3.2;3;2;2;18;143;176;17.6;369;6
537133057;HEStd_256_classic;3.2;3;3;2;20;154;165;16.5;151;4
537133057;HEStd_256_classic;3.2;3;8;2;18;137;166;16.6;250;5
537133057;HEStd_256_classic;3.2;3;9;2;16;138;168;16.8;71;6
537133057;HEStd_128_classic;3.2;3;1;3;10;84;106;10.6;10;4
537133057;HEStd_128_classic;3.2;3;2;3;9;71;90;9;158;3
537133057;HEStd_128_classic;3.2;3;3;3;10;78;98;9.8;84;2
537133057;HEStd_128_classic;3.2;3;8;3;8;68;80;8;105;3
537133057;HEStd_128_classic;3.2;3;9;3;9;68;105;10.5;21;1
537133057;HEStd_192_classic;3.2;3;1;3;9;70;84;8.4;6;1
537133057;HEStd_192_classic;3.2;3;2;3;8;73;84;8.4;171;2
537133057;HEStd_192_classic;3.2;3;3;3;9;69;82;8.2;72;3
537133057;HEStd_192_classic;3.2;3;8;3;8;69;92;9.2;115;3
537133057;HEStd_192_classic;3.2;3;9;3;9;67;86;8.6;40;3
537133057;HEStd_256_classic;3.2;3;1;3;18;143;188;18.8;16;5
537133057;HEStd_256_classic;3.2;3;2;3;20;143;173;17.3;422;4
537133057;HEStd_256_classic;3.2;3;3;3;18;146;186;18.6;193;5
537133057;HEStd_256_classic;3.2;3;8;3;18;146;168;16.8;204;5
537133057;HEStd_256_classic;3.2;3;9;3;18;139;176;17.6;59;3
537133057;HEStd_128_classic;3.2;3;1;4;12;69;80;8;5;1
537133057;HEStd_128_classic;3.2;3;2;4;8;70;81;8.1;156;2
537133057;HEStd_128_classic;3.2;3;3;4;11;81;106;10.6;125;2
