ptMod;securityLevel;dist;numMults;variant;nthRep;keyGenTime;keyGen4HMEkeys;totEncTime;avgEncTime;totHomOpr;decTime
537133057;HEStd_128_classic;3.2;1;1;0;6;14;54;5.4;14;4
537133057;HEStd_128_classic;3.2;1;2;0;3;11;28;2.8;35;0
537133057;HEStd_128_classic;3.2;1;3;0;2;8;24;2.4;15;0
537133057;HEStd_128_classic;3.2;1;8;0;2;9;25;2.5;28;1
537133057;HEStd_128_classic;3.2;1;9;0;2;9;24;2.4;6;0
537133057;HEStd_128_classic;3.2;2;1;0;3;19;32;3.2;4;1
537133057;HEStd_128_classic;3.2;2;2;0;5;20;51;5.1;148;1
537133057;HEStd_128_classic;3.2;2;3;0;3;18;30;3;20;0
537133057;HEStd_128_classic;3.2;2;8;0;4;19;35;3.5;29;0
537133057;HEStd_128_classic;3.2;2;9;0;3;18;29;2.9;6;0
537133057;HEStd_128_classic;3.2;3;1;0;9;67;94;9.4;6;2
537133057;HEStd_128_classic;3.2;3;2;0;9;73;100;10;311;3
537133057;HEStd_128_classic;3.2;3;3;0;10;67;81;8.1;57;1
537133057;HEStd_128_classic;3.2;3;8;0;8;63;74;7.4;74;2
537133057;HEStd_128_classic;3.2;3;9;0;8;62;74;7.4;16;1
537133057;HEStd_128_classic;3.2;4;1;0;9;97;87;8.7;5;1
537133057;HEStd_128_classic;3.2;4;2;0;9;97;101;10.1;148;2
537133057;HEStd_128_classic;3.2;4;3;0;10;100;100;10;68;1
537133057;HEStd_128_classic;3.2;4;8;0;10;96;85;8.5;142;3
537133057;HEStd_128_classic;3.2;4;9;0;10;102;84;8.4;18;1
537133057;HEStd_128_classic;3.2;6;1;0;11;136;99;9.9;6;1
537133057;HEStd_128_classic;3.2;6;2;0;11;135;102;10.2;203;2
537133057;HEStd_128_classic;3.2;6;3;0;11;137;95;9.5;87;2
537133057;HEStd_128_classic;3.2;6;8;0;11;150;107;10.7;111;2
537133057;HEStd_128_classic;3.2;6;9;0;10;144;104;10.4;27;2
537133057;HEStd_128_classic;3.2;8;1;0;32;500;298;29.8;22;7
537133057;HEStd_128_classic;3.2;8;2;0;30;494;292;29.2;713;4
537133057;HEStd_128_classic;3.2;8;3;0;29;488;285;28.5;347;4
537133057;HEStd_128_classic;3.2;8;8;0;31;494;279;27.9;382;7
537133057;HEStd_128_classic;3.2;8;9;0;28;485;271;27.1;80;4
537133057;HEStd_128_classic;5.4;1;1;0;2;8;28;2.8;1;0
537133057;HEStd_128_classic;5.4;1;2;0;2;8;24;2.4;31;1
537133057;HEStd_128_classic;5.4;1;3;0;2;9;25;2.5;15;0
